name,slide_mean,slide_std,patient_mean,patient_std,n_folds
Fusion_Smart_MeanMIL_Virchow_p100_bs32_binary_one_hot,0.6511041119042206,0.043549006884930394,0.6511041119042206,0.043549006884930394,5
Fusion_Naive_ABMIL_UNI_p1000_bsFull_binary_one_hot,0.6509376938420095,0.04220356299290042,0.6509376938420095,0.04220356299290042,5
TSOnly_Fusion_Naive_MeanMIL_Midnight_p1000_bs32_original_one_hot,0.643693506235939,0.030044252858654148,0.643693506235939,0.030044252858654148,5
Fusion_Naive_MeanMIL_Virchow_p100_bs32_original_one_hot,0.6612449947336041,0.05134687678702839,0.6612449947336041,0.05134687678702839,5
Fusion_Naive_MeanMIL_Midnight_p100_bsFull_binary_label_enc,0.6533230554942137,0.07867542929818815,0.6533230554942137,0.07867542929818815,5
Fusion_Naive_ABMIL_Virchow_p100_bsFull_original_label_enc,0.6456260907759984,0.04961033029677034,0.6456260907759984,0.04961033029677034,5
TSOnly_Fusion_Naive_MeanMIL_UNI_p4000_bs32_original_one_hot,0.6490131726651666,0.044200280856681526,0.6490131726651666,0.044200280856681526,5
EarlyEnsemble_WSI_TransMIL_VirchowMidnight_p100_bs32_binary_None,0.6608599411364686,0.047912699264728,0.6608599411364686,0.047912699264728,5
Fusion_Naive_MeanMIL_Midnight_p1000_bs32_original_label_enc,0.6406693340066463,0.07908950757016786,0.6406693340066463,0.07908950757016786,5
Fusion_Smart_MeanMIL_Midnight_p1000_bsFull_original_label_enc,0.6579742877590578,0.07502054110285515,0.6579742877590578,0.07502054110285515,5
Fusion_Smart_TransMIL_Virchow_p1000_bs32_binary_one_hot,0.6468567709912474,0.05172940873437598,0.6468567709912474,0.05172940873437598,5
WSI_MeanMIL_Virchow_p4000_bsFull_binary_None,0.6422678332841765,0.05233951064479999,0.6422678332841765,0.05233951064479999,5
WSI_TransMIL_Midnight_p100_bsFull_original_None,0.665708980408596,0.05714503442308747,0.665708980408596,0.05714503442308747,5
EarlyEnsemble_Fusion_Naive_MeanMIL_VirchowMidnight_p100_bsFull_binary_one_hot,0.6531161966797467,0.051700139891241934,0.6531161966797467,0.051700139891241934,5
WSI_ABMIL_Midnight_p4000_bsFull_binary_None,0.6275830253578554,0.07135539504092728,0.6275830253578554,0.07135539504092728,5
EarlyEnsemble_Fusion_Smart_TransMIL_VirchowMidnight_p4000_bs32_binary_label_enc,0.6383779846112394,0.03793583810106128,0.6383779846112394,0.03793583810106128,5
LossComp_logistic_hazard_Fusion_Naive_ABMIL_Midnight_p1000_bs32_original_label_enc,0.6360923606541128,0.05349782324607049,0.6360923606541128,0.05349782324607049,5
SampleEff_75pct_WSI_MeanMIL_UNI_p1000_bsFull_original,0.6354249054490438,0.05408085044697142,0.6354249054490438,0.05408085044697142,5
